pubResumen,pubNumOficio,pubFechaPubli
"Impuesto sustitutivo del artículo vigésimo quinto transitorio de la Ley N° 21.210, en el caso de empresas resultantes de división efectuada el año 2019.",1330,14/07/2020
Primera enajenación de predio agrícola efectuada por sociedad nacida como consecuencia de la división de otra sociedad.,1321,14/07/2020
Fecha límite para aplicar tasación de predios agrícolas establecida en la letra c) del N° 6) del numeral IV del artículo tercero transitorio de la Ley N° 20.780.,1314,10/07/2020
Fecha en que se entienden retirados los excedentes de libre disposición para los efectos del artículo 42 ter de la Ley sobre Impuesto a la Renta.,1307,09/07/2020
"Transferencia de utilidades y créditos por Impuesto de Primera Categoría que YYYYY retira del XXXXX y transfiere al contribuyente. (En el último párrafo del análisis y en el N° 3 de la conclusión, donde dice “31 de diciembre de 2020”, debe decir “1° de enero de 2020”)",1305,09/07/2020
"Tributación de un premio otorgado por una Universidad en China, a la cual se le efectuó una retención por el Gobierno de ese país.",1298,08/07/2020
"Efectos del pago de comisiones, en la determinación de la renta afecta al impuesto específico a la actividad minera.",1265,02/07/2020
Tratamiento tributario de división de sociedad y posterior permuta de acciones de las nuevas sociedades.,1264,02/07/2020
"Aplicación y alcance del tope máximo de 80.000 UTM de crédito por Ley Austral, contenido en el artículo 1°, inciso final, de la Ley Nº 19.606.",1212,25/06/2020
Consultas relativas a la exportación de servicios.,1198,24/06/2020
"Ingresos devengados o percibidos por bancos, con ocasión del no pago de créditos hipotecarios.",1162,16/06/2020
Situación tributaria del arranque de parronales por cambios en la demanda de la uva de mesa de exportación.,1137,10/06/2020
"Forma de manifestar su voluntad de llevar contabilidad completa por parte de los contribuyentes del artículo 14 ter, letra A, de la Ley sobre Impuesto a la Renta.",1129,10/06/2020
Tratamiento tributario de la enajenación de inmueble anotado en el libro Repertorio del Conservador de Bienes Raíces antes del año 2004.,1124,09/06/2020
Consulta criterios sobre aplicación artículo 31 N° 5 bis de la LIR.,1118,09/06/2020
Tratamiento tributario aplicable a la fusión de dos fondos de inversión privados.,1117,08/06/2020
"Crédito por Impuesto de Primera Categoría del artículo 56, N° 3, de la Ley sobre Impuesto a la Renta, cuando el impuesto es cubierto con el crédito del artículo 33 bis de la misma ley.",1096,04/06/2020
Solicita se considere a la XXXXX como institución financiera para los efectos del castigo de sus créditos incobrables.,1095,04/06/2020
Monto máximo de crédito a impetrar conforme al artículo 1° de la Ley N° 19.606.,1094,04/06/2020
Tratamiento tributario de las utilidades pendientes de tributación de una sociedad que se transforma en una persona jurídica sin fines de lucro.,1080,03/06/2020
Solicita confirmar criterios relativos al aporte de bienes en la constitución de una fundación.,1069,02/06/2020
Tratamiento tributario que se produciría en las permutas de acciones entre sociedades que surgen de una división.,1065,01/06/2020
Aplicación del inciso quinto del artículo 64 del Código Tributario a reorganización empresarial que indica.,1017,26/05/2020
Procedencia de la rebaja del pago del Impuesto de Primera Categoría del registro rentas afectas a impuestos.,1016,26/05/2020
Solicita aclaración de criterio contenido en Oficio N° 2453 de 2019.,998,25/05/2020
Tributación y franquicias aplicables a la explotación de plantaciones forestales anteriores a la entrada en vigencia de la Ley N° 19.561.,997,25/05/2020
"Remesa anticipada del capital aportado a un Fondo de Inversión de Capital de Riesgo.
",972,20/05/2020
"Procedencia de beneficio tributario establecido en la Ley N° 19.420, en caso de proyecto de inversión que indica.
",923,14/05/2020
"Aplicación del artículo 21 de la Ley sobre Impuesto a la Renta a desembolso efectuado por un fondo de inversión público.
",922,14/05/2020
"Derecho a recuperar el Impuesto de Primera Categoría pagado sobre dividendos recibidos en calidad de usufructuario de acciones.
",913,13/05/2020
"Devengo de ingresos en el caso de obligaciones sujetas a condición en la exportación de semillas.
",912,13/05/2020
"Donaciones a municipios o gobiernos regionales que tienen o pueden tener interés al calificar proyectos ambientales.
",906,11/05/2020
Tratamiento tributario de pagos derivados de un contrato de distribución de software suscrito con un proveedor extranjero.,810,21/04/2020
"Aplicación de la disposición establecida en el literal iii.- del inciso 3° del artículo 21 de la Ley sobre Impuesto a la Renta (LIR), en el caso de inmueble de propiedad de una sociedad que está siendo usada por la socia y los hijos comunes que tiene con otro socio de la sociedad.",809,21/04/2020
"Fecha límite para la aplicación de la tasación de predios agrícolas establecida en la letra c) del N° 6), del numeral IV.- del artículo tercero transitorio de la Ley N° 20.780.",754,16/04/2020
Efectos tributarios de proceso de reorganización empresarial efectuada en el exterior (escisión parcial asimétrica).,710,14/04/2020
Informa sobre impuesto específico a los combustibles. ,642,27/03/2020
Exención de Impuesto Adicional en la venta indirecta de activos situados en Chile en caso de reorganización de grupo empresarial extranjero. ,641,27/03/2020
"Solicita reconsideración de lo resuelto a través del Oficio N° 2547, de fecha 04.12.2018 de esta Dirección Nacional.",639,26/03/2020
"Calificación como gasto diferido de los pagos por Up-front efectuados en virtud de un contrato posteriormente finiquitado.
",599,18/03/2020
"Tratamiento tributario de determinadas indemnizaciones pagadas por una empresa, a sus exejecutivos",560,13/03/2020
Solicita pronunciamiento sobre acreditación de gastos de sociedad que tributa en base a renta efectiva en IDPC estando exenta de IVA.,499,09/03/2020
Situación tributaria de contribuyente de renta presunta en caso que indica.,498,09/03/2020
"Posibilidad de acogerse a las franquicias tributarias de la N° 20.241 cuando el contribuyente local ha recibido financiamiento parcial del proyecto de investigación y desarrollo, de su matriz extranjera.",497,09/03/2020
Enajenación del activo denominado “oportunidades de negocios” por una sociedad domiciliada en EE.UU. a una sociedad chilena relacionada.,496,09/03/2020
Tratamiento tributario de los intereses en un contrato de cuenta corriente mercantil.,476,06/03/2020
"Intereses de un préstamo obtenido en Chile o el extranjero, destinado a la adquisición de derechos de una compañía domiciliada en el país. ",449,28/02/2020
"Solicita se confirme criterio respecto a si la restitución adicional contemplada en el inciso segundo del artículo 27 bis del Decreto Ley N° 825 sobre Impuesto al Valor Agregado, constituye un gasto necesario para producir la renta conforme a lo dispuesto en el Art. 31, N° 2, de la Ley sobre Impuesto a la Renta.",18,27/02/2020
Tratamiento tributario aplicable a un mandato sin representación.,355,19/02/2020
Alcance del artículo 14 ter letra A.- de la LIR en la determinación del monto de la patente municipal establecido en la Ley de Rentas Municipales (D.L. 3063/79).,264,06/02/2020
"Tratamiento tributario de retiro efectuado de la Cuenta de Ahorro Voluntario abierta en AFP, destinado a mejorar la pensión.
",242,04/02/2020
"Enajenación de un terreno agrícola retirado de la contabilidad de la empresa individual y de instalaciones, construcciones y maquinarias registradas en la contabilidad de la empresa individual. ",241,04/02/2020
"Normas que gravan el exceso de endeudamiento, conforme al numeral XVIII del artículo tercero transitorio de la Ley N° 20.780. ",14,04/02/2020
Remesas efectuadas al exterior por pagos a entidades que realizan control de doping a CCCC.,120,17/01/2020
Tratamiento tributario del incremento patrimonial por la destinación de bienes de una persona jurídica sin fines de lucro.,119,17/01/2020
"Ingresos brutos a considerar en las operaciones establecidas en los arts. 17, 107 y 108 de la Ley sobre Impuesto a la Renta, para efectos de aplicación de la Circular N°68 de 2010.",112,17/01/2020
Solicita pronunciamiento acerca del castigo de créditos incobrables en el caso de empresas de suministros de servicios domiciliarios.,10,17/01/2020
"Efectos tributarios del aporte en la constitución de una fundación, para el aportante y el receptor.",065,13/01/2020
Solicitud de aclaración de Oficio N° 1.497 de 2019.,54,10/01/2020
Tratamiento tributario de la devolución de excedentes de cotización por la ISAPRE a sus afiliados.,53,10/01/2020
Alcance del artículo 14 ter letra A.- de la LIR en la determinación del monto de la patente municipal establecido en la Ley de Rentas Municipales (D.L. 3063/79).,23,08/01/2020
Remuneración por actividades desarrolladas en Isla de Pascua constituye ingreso no renta.,22,08/01/2020
"Solicita reconsideración de Oficio Ord. N° 219, de fecha 05/08/2019, de la XV Dirección Regional Metropolitana Santiago Oriente.",3195,31/12/2019
"Solicita confirmar que, en su caso, procede la recuperación de remanentes de crédito fiscal de Impuesto al Valor Agregado, originados en la adquisición y construcción de una Planta Desaladora de agua potable en la Región de Atacama, en virtud del Art. 27 bis, del D.L. N° 825.",3194,31/12/2019
"Consulta aplicación de exención del Art. 12°, letra B), N° 10, del D.L. N° 825, de 1974.",3180,31/12/2019
"Consulta sobre aplicación de la exención contenida en el Art. 13, N° 7, del D.L. N° 825, a las prestaciones que efectúa y cobra XXXXX por intermedio de sus centros de salud.",3157,30/12/2019
Consulta sobre la aplicación del Impuesto al Valor Agregado en Programa de Alimentación Escolar.,3141,30/12/2019
Contribuyente obligado al pago del impuesto generado por el arriendo de una vivienda amoblada asignada por una cooperativa a uno de sus socios para su uso y goce.,3126,27/12/2019
"Remite para informe carta del Sr. XXXXX, Presidente de la YYYYY",3125,27/12/2019
"Solicita confirmar que de acuerdo a lo dispuesto en el Art. 6°, del D.S de Economía N° 348, si el contribuyente toma conocimiento de no poder cumplir con el compromiso de exportación debe restituir las sumas reembolsadas en virtud de dicha norma, las cuales se constituirán nuevamente en crédito fiscal, susceptible de ser recuperado conforme a la regla general contenida en el Art. 1°, del mencionado D.S. de Economía N° 348.",3031,16/12/2019
Solicita un pronunciamiento sobre el arriendo de canchas deportivas.,3030,16/12/2019
"Solicita complementar criterio contenido en Ord, N° 2396, de 19/11/2019, en relación a devolución de IVA, producto de la reliquidación de tarifas eléctricas, efectuadas en virtud de la normativa legal dispuesta por la Ley General de Servicios Eléctricos, en especial cuando ésta se debe aplicar a cuentas con saldos pendientes.",3028,16/12/2019
Informa sobre IVA aplicable a contratos de arrendamiento,3024,13/12/2019
"Solicita confirmar criterio contenido en Oficio Ord. N° 4811, de fecha 25/09/2003.",2799,12/11/2019
Tratamiento tributario que afecta a los instrumentos financieros ofrecidos por un banco extranjero denominados Certificados Estratégicos.,2781,08/11/2019
